	机器人	计算机	图像	控制系统	计算机视觉	神经网络	软件	移动机器人	自动化	智能机器人	科技	机器	机械	路径规划	机器学习	工业	传感器	设备	信息技术	互联网	遗传算法	人机交互	控制器	模式识别	智慧城市	产品	企业	动力学	语言	用户	科学技术	工程	专家系统	硬件	AI	法律	虚拟现实	Matlab	装置	特征提取	深度学习	运动轨迹	控制算法	学科	文化	障碍物	数据挖掘	工具	视频	控制策略	新技术	汽车	教师	物联网	图书馆	数字	图像处理	应用领域	工艺	工作空间	工业机器人	课程	患者	专业委员会	智能控制	数字化	粒子	会议	数据库	哲学	自然语言处理	语音	信号	治疗	难题	摄像机	人工神经网络	新媒体	论坛	控制技术	物理	艺术	知识工程	文献	地图	智能系统	生态	传统媒体	工件	模糊控制	装备	制造业	末端执行器	智能制造	金融	认知科学	无线通信	电子	农业	机器人运动学
工作空间	5.029139132	0.442416047	0.359555556	1.152871425	0	0.575863069	2.495037065	1.042021776	0.35091107	0	0	0.39647403	7.971508772	1.438583127	0	0.944303797	0.464955213	0	0	0	1.963192561	0.659275636	0	0	0	0.715131023	0	3.308516196	0.815833801	0	0	0.759587351	0	0.888016745	0	0	0	13.40546835	0.775641026	0.87396978	0	5.337471586	0	0	0	4.534883721	0	0.909943715	0	0.98264893	0	0	0	0	0	0	0	0	0	0	1.60722135	0	0.775641026	0	3.032	0	1.144875533	0	0	0	0	0	0	0	0	1.422868271	0	0	0	1.942023494	0	0	0	0	0	0	0	0	4.726027397	0	0	0	10.33575318	0	0	0	0	0	6.462121212	2.254505495
工业机器人	4.217142709	0.58555065	0.475882353	4.227195226	0.400483092	0.762171709	2.015222245	0.909215079	3.548100816	1.870378398	0.571355499	0	3.297039474	0	0	2.575373993	1.894519002	2.655599473	0	0	1.712981744	1.764531848	0.797416509	0	0	3.944055944	3.095035029	0	0	0	0	2.033013205	0	1.171152519	0	0	0	0	0	2.339154412	0	0	1.210026134	0	0	0	0	3.707681107	0	2.63003096	1.509908311	0	0	0	0	0	1.702648676	2.215228207	0	1.609325772	0	0	0	0	0	1.722615436	1.509908311	0	0	0	0	2.089610125	3.161919505	0	0	0	0	0	2.434545023	13.59416446	0	0	0	0	0	0	0	0	4.123690572	2.395044413	6.742756804	8.052631579	0	7.18907563	0	0	0	5.109172483	0	12.43393939
课程	0.345753315	1.03421933	0.20225	0	0.345416667	0.656046535	1.007611122	0.386416409	0.399161342	1.606607086	1.516289593	0.450989209	0	0	0.578555046	0	0	0	9.516333725	0.687771739	0	0	0	0	0	0	0	0	0	0	0	0.864030612	0	2.045810729	2.079216007	0	0	0	0	0	0	0	0	11.58863636	3.265384615	0	0	2.096326027	1.043647541	0	1.302295918	0	14.68534483	1.343815789	0	2.637561354	0	0	0	0	0	0	0	2.135	1.7055	1.485755814	0	1.882352941	0	0	0	0	0	0	0	0	0	0	0	0	0	2.099795082	0	0	0	0	1.752568493	0	0	0	0	0	0	0	0	0	0	0	0	0
患者	1.861748621	0.423589832	0.227887324	0.539641944	0	0.181215651	1.541052305	0	0.223307044	0	0.555260978	0.767641206	3.787368421	0	0	0	0	1.576165155	0	0.384767407	0	0	1.170675301	0	0	0.455083378	0	2.070797907	0	0.476791665	0	0.483373769	0	0.565101565	1.156746933	0	0.699712053	1.147380282	2.016666667	0.556162587	0.66045066	2.751933791	0.583858764	0	0	0	0	0	1.175940891	1.902575588	0	0	0	0.751785057	0	0.728557157	0	0	0	0.77652782	0	0	0	0	0	0	0	0	3.071578947	0	0	0	0	43.74785592	0	0	1.053064582	0	0	0	0.87207914	0	0	4.130223911	0	0	0	0	0	1.155650801	0	0	0	0	0	0	0	1.214768283	0	0
专业委员会	0.157160598	1.047827479	0	0.42988426	0.468361582	0	0	0	1.101134736	3.79743493	2.074922601	0	0.596074933	0	5.142711519	0.72023171	0	0	7.227027027	1.897301349	0	0	0	37.65517241	0	0	2.383532723	0	1.258319931	0	8.275974026	4.937317784	0	0	0	0	1.695912263	0	0	0	0	0	0	1.571340524	0	0	6.483830057	0	0	0	0	0	6.183303085	0	0	0	0	0	0	0	0	2.139987445	0	0	0	0	0	87.18266254	0	0	2.800984144	0	0	0	0	0	0	0	15.27123696	0	0	2.847179772	10.183714	0	0	15.52727273	0	0	0	0	2.552342971	0	0	4.142857143	0	0	0	0	0	0
智能控制	1.167478727	2.049427276	0.911549296	5.318084316	0.757077626	4.935969166	1.091578716	0.417747469	1.799037034	2.983698874	1.080096696	2.032627419	1.465350877	0	7.955131881	1.77056962	0	1.200476474	0.73944485	2.292572464	3.281204468	1.643673502	2.292572464	13.51724138	0	0.879417879	0	0	1.00325508	0	0	9.425788497	14.50568182	2.213959556	0	0	0	3.394333333	0.953828829	1.074746622	3.935185185	1.033834586	2.287446665	0	0	1.066310497	8.799483649	1.118984838	3.478825137	2.449891853	0	3.295084609	0	7.678947368	0	0	0	4.187691679	0	3.042287076	0	1.706206206	0	0	0	0	0	0	0	0	9.310313494	6.007629108	4.479385965	0	0	1.749743414	4.125705077	0	0	9.956289461	0	0	0	0	0	26.27692308	0	0	0	9.310313494	0	2.43029872	0	3.303088803	0	2.717806041	6.540299458	0	3.894977169	0
数字化	0.257171887	0.719592365	0.789268293	0.603885032	0.998795181	0.616996146	0.946911657	0	1.557702797	0.491432756	0.463806228	2.705935252	0	0	0	0.49992554	0	1.583761131	6.395717796	7.239702517	0	0.705812739	0	0	0	4.017094017	0.813205282	0	1.767639903	1.623362097	1.071008403	1.645772595	0	0	0.966223909	2.644274941	2.382352941	0	2.551204819	0.935661765	1.111111111	0	0.982256509	2.207359307	4.141463415	0	2.933161216	0	0	0	5.082130413	0	1.382150101	5.244159178	3.811011905	9.231464738	0	0	4.103614458	0	1.720672269	1.48540305	0	0	0	0	0	0	5.244159178	3.292792793	0	0	1.264767802	2.291554358	0	0	0	4.606918239	1.976277724	0	1.467144907	3.99960968	6.993634917	2.733814874	0	2.009411765	5.067667932	6.993634917	1.649476229	0	1.771626298	6.500317058	0	8.834767642	4.695970696	0	0	2.043668993	0	0
粒子	2.20024837	0.414765044	1.244615385	0.261475993	1.485663082	2.620500484	0	7.926490434	1.0084076	0.870245505	0	0.751648681	1.110581717	9.602542373	0	0	3.25468649	0.912862319	0	0	5.177011494	0	0.567234424	0.905794525	0	0	0	0	0	0	0	0	0	0	0	0	0	0.839835052	0	2.511513158	0	2.415908192	0	0	0	5.146107179	1.270028568	1.725101626	1.739412568	0.921866522	0	0	0	0	0	0	1.21116246	0	0	1.144778126	1.507805596	0	0	0	0	0	0	0	0	0	0	0	1.108301682	0	0	0	1.552456034	0	0	1.821898329	0	0	0	0	10.0887574	0	0	0	1.445417314	0	1.552456034	0	0	0	0	0	0	1.790843963	0	2.115051546
会议	0.101549925	1.926650527	0	0	0	0	0.79387543	0	0.967663859	0	2.463970588	1.093307172	0.524901807	0	5.311325011	2.65585443	0	0	2.525488565	0.821219987	0	0	0	22.77905492	0	0.971297359	1.031678343	0	2.249723512	1.017629971	10.44672131	4.320153061	0	0	0	0	0	0	0	0	1.409618574	0	0	2.809366391	0	0	7.699548193	0	1.246146318	0	0	1.795083406	1.753474009	0	2.388992537	3.157081014	0	0	0	0	0	1.884466556	0	81.68695652	0	0	0	0	0	8.643581081	0	2.151986546	0	0	0	0	0	2.887918896	7.753089533	0	0	0	2.887918896	3.479400749	0	13.55555556	0	0	0	0	4.563279857	0	0	3.648187633	0	0	0	2.592714394	0	0
数据库	0.318108198	4.653986987	1.487816092	0.545444545	0.901086957	1.139069807	3.787646629	0.664802424	0.68672919	0	0.419399249	0	0.374132139	0	2.571355759	0	0.450116217	1.428827977	2.405227205	0.58533765	0.619589142	2.637102542	0	0.934702861	0	0	1.486504279	0.612427466	0.789796552	0	0	2.253992902	9.781609195	0	0	0.778279504	3.262787724	0	0.750886525	4.418402778	0	0	0	6.250051073	0	0	1.310561395	0	1.795522651	0.951287794	1.108336952	0	0	0	0	0	0	0	2.441577061	0	0	0	3.102564103	0	0	5.224635829	0	0	0	0	1.758064516	0	1.143673012	2.069791033	1.360106383	1.377457581	1.602002503	0	0	0	1.326673586	0	4.161087442	23.25472906	0	0	0	2.058410277	0	0	0	1.913213886	0	0	0	2.139549437	0	0	1.512411348	0
哲学	0.030140389	1.756651951	0	0	0	0.354984084	0	0	0.437437087	0	2.252773109	4.995572773	0.976900585	0	1.955679028	0	0	0	2.312066997	2.324862217	0	0	0	0	0	0	0	0	4.242335766	0.933989151	3.846579477	1.920068027	1.457191781	0	3.4702408	2.032174261	1.370668815	0	0	0	0	0	0	5.297662338	8.870149254	0	0	0	0	0	1.427173609	0	0	0	0	2.89399093	0	0	0	0	0	0	0	0	0	3.301679587	0	8.605042017	0	0	2.263809103	0	0	0	7.305714286	0	2.062852538	0	4.666211293	2.420878602	0	4.666211293	0	0	0	0	0	0	0	0	0	0	0	0	0	24.37789661	0	0	0	0
自然语言处理	0.373627082	4.778093306	0.822711864	0	0.921111111	5.589259202	0.873262973	0.506775618	1.064430245	0.684783348	0.646287367	3.164836552	0.576531493	0.699638789	14.77161819	0.696617556	0	0.71831789	0	4.826468345	0	0.983509555	0	11.18244514	0	1.066834805	0	0	10.99864828	3.466841087	1.492388759	4.767065447	18.06367925	0	2.737634409	0	1.640308582	0	0	0	20.37037037	0	0	1.519821162	1.391803279	1.293556996	13.19922547	2.760162602	0	0	1.707929073	0	0	3.583508772	2.62397541	1.707929073	0	2.505749939	0	0	0	0	0	2.8	9.409655172	0	0	0	1.762381363	2.267168808	0	21.36045905	0	3.208176101	0	0	2.468659595	0	0	0	2.044382247	0	3.171976492	1.882298766	0	11.77931034	2.298450483	0	0	0	0	0	0	4.007025761	0	10.22632104	0	0	0	0
语音	0.987866615	2.528091696	1.7696875	1.118963442	0	5.270611143	1.155789229	0	2.419159648	8.495956115	1.142710997	3.330381848	0	0	8.485474006	0.607052441	0.604441777	1.270069313	0.781698842	1.594833018	1.688155922	4.545006276	0.786024845	5.245496655	0	0.92967033	0	0	5.624308781	4.070519884	2.638716356	3.049519808	6.350746269	2.342305038	2.38055166	0	1.429411765	0	1.008333333	4.748134328	21.16858238	0	0	4.090106952	1.212857143	0	9.332785688	0	3.683461909	0	4.596338535	1.718151261	1.678325123	3.116094584	2.286607143	1.488338192	1.678325123	4.430456414	0	0	2.089387755	0	0	0	6.019411765	0	0	2.151260504	0	0	20.98515105	0	4.742879257	2.789718348	0	0	2.151260504	2.764150943	2.399765808	0	0	7.411041466	0	0	0	10.19701493	4.063926941	2.764150943	0	0	0	2.569172932	0	3.491836735	2.817582418	2.873109244	0	2.481598063	0	0
信号	1.670558948	0.875108664	1.487816092	3.321367678	0.901086957	2.711913292	0.278700949	1.717406261	1.403644279	3.841083608	0	0.775895413	0.374132139	0	2.034479282	0	6.117242078	1.926039178	0	0.58533765	0.619589142	0.638234924	5.059470265	0.934702861	0	0.692307692	0	1.87722332	0.789796552	0.725332001	0.968465046	0	1.131648936	2.635093168	0.873713109	0	0	0.866638298	3.102564103	2.593410326	1.004728132	0	5.628660895	0.986266925	0	0.839435923	0	0.880902958	0.888210673	4.967836257	0	0	0	2.311941143	0	1.108336952	0	0	0	0	3.1453149	0	0	0	4.449130435	1.264473033	1.108336952	0	1.143673012	0	0	4.70162278	0	1.02388599	1.360106383	0	1.602002503	0	0	0	1.326673586	0	0	0	0	1.817021277	0	0	3.015171601	5.38884993	0	0	1.913213886	0	0	2.139549437	5.133783446	1.847998558	4.635869565	0
治疗	1.179843329	0.985580302	0.154095238	0.487753295	0	0.498343041	0.503805561	0	0.304122927	0	1.148258138	0.693829552	1.024322943	0	0.890084686	0.404701627	0.402961184	1.276234698	0.521132561	0	0	0	0	0	0	0.61978022	0	0	0	0.649344839	0.867006803	0.658309038	1.013095238	0	0.78218126	0	0.952941176	0	1.357371795	0	0.899470899	2.228264837	0	0.882943723	0	0	1.173264487	0	1.605611602	0	2.003532182	0	0	0	0	3.034475926	0	1.455721393	0	0	0	0	52.06967213	0	0	2.285778175	0	0	2.067408907	0	3.178039702	2.772751896	1.023859649	0	0	0	1.434173669	0	1.599843872	0	2.398217636	1.599843872	0	2.208081245	0	0	0	0	0	1.573886329	0	0	0	0	0	0	0	0	0	1.953904762
难题	0.685323263	0.775664498	1.078666667	0.988175507	0.34978903	0.664457388	0.671740748	0.792649043	1.244139247	1.627472113	2.074922601	0.456697933	0.445169887	1.094306823	0.585878527	0.537894568	0	0.554650523	0.692644543	2.895881007	0.737232649	1.538309816	1.410813824	0	10.02434275	2.535464535	0	0.728711162	1.903612203	0.863053267	2.334249084	1.772370487	2.727564103	0	2.105872622	1.875853164	1.266567386	0	2.75	2.039262821	1.195499297	0.968402018	0	1.173532796	2.176923077	0	0	3.22616408	1.056858269	1.131912059	2.671376243	4.685867074	1.487123527	0	0	2.671376243	0	0	1.437130802	0	0	0	0	0	0	0	0	0	1.360826116	7.278805121	0	0	1.360826116	0	0	0	1.906180194	0	0	4.531388152	1.578573634	0	0	0	0	0	1.774752904	0	1.774752904	0	0	0	0	0	0	5.156862745	0	0	1.799578059	0
摄像机	1.079367125	4.666106744	12.87045455	0.325168864	5.951794872	2.919869084	0.335870374	0.802943187	0.409396248	2.227828492	0	1.424176448	0.450877193	0	0	1.103731711	0.542447748	0.561761427	0	0	0	1.558287866	2.934492754	1.126436782	0	0	0	0	0	0	0	0.886185243	0	1.036019536	0	0	0	4.344746667	0.90491453	1.01963141	2.453102453	0.980817428	2.168618267	0	0	0	0	0	3.295729077	1.146423752	0	0	0	0	0	0	1.506189213	0	0	1.423634337	0	0	0	0	1.749230769	0	0	0	1.378272605	0	0	0	0	0	0	0	1.930618401	0	0	0	1.598811757	0	0	0	1.681459566	0	0	0	9.473343206	2.118693135	0	0	4.671223513	0	0	0	0	0	0	0
人工神经网络	0.424609335	1.58005731	2.157333333	1.170607909	2.193121693	8.63794604	0.79387543	0	0.476610557	0.623459466	0.588410887	2.863423547	0.524901807	0.636984569	2.136203246	0	0.631506334	0.653990915	0	0	5.636262514	0.895434072	0	2.662486938	0	0	0	0	0	1.017629971	0	3.190266876	25.14318182	1.206112296	2.488758553	0	0	2.468606061	0	2.410037879	2.861952862	1.141847155	0	1.383717775	0	0	1.838698076	0	0	0	0	3.64456328	0	0	2.388992537	0	3.560083595	0	1.694527363	0	0	0	1.053482587	0	4.134545455	0	1.554980201	0	1.604556167	2.064138766	2.466538276	2.151986546	1.604556167	1.436496761	1.908208955	1.932552428	0	0	0	0	0	2.507218008	0	9.112716248	0	5.175757576	4.248650892	0	2.092619096	2.466538276	0	0	2.684210526	0	0	0	0	0	0	0
新媒体	0.229192539	0.382860041	0	0	0	0	0	0	0	0.803303543	0.758144796	0.693829552	0	0	1.815074654	0	0	0	0	3.301304348	0	0	0	0	0	3.904615385	0	0	0	4.090872483	1.750686813	0	0	0	1.579404467	0	8.168067227	0	0	0	0	0	0	1.782867133	1.632692308	0	2.369091752	3.24725012	3.274188364	0	10.85246599	0	0	8.77593985	3.078125	8.504789671	0	0	0	0	0	0	0	0	0	4.66119471	0	2.895927602	0	0	0	2.772751896	0	0	0	0	0	0	0	0	0	3.230453972	0	4.502753911	0	0	17.89857184	91.37054507	0	0	0	0	0	0	0	0	0	3.340612777	0	0
论坛	0.5959006	1.029761488	0	0.859768521	0	0	0	0	2.240905779	4.556921916	1.336390828	0.601318945	0.586140351	0	0.771406728	1.44046342	0	0	1.854878607	4.91265528	0	0	0	2.978375219	0	3.366047745	6.17164723	0	0	1.136353468	3.085956416	3.575299085	0	0	1.368817204	0	5.175456389	0	0	0	0	0	0	0	1.415	0	0	0	0	0	1.736394558	0	1.958045977	3.644246209	5.425847458	1.736394558	0	0	0	0	2.437619048	0	0	15.25	0	1.981007752	0	7.789046653	0	4.688043976	0	2.403051643	0	1.60408805	0	0	0	0	0	0	0	2.799726776	0	0	0	2.846666667	0	0	0	0	2.509803922	2.997368421	0	4.073809524	3.287179487	0	0	0	0	0
控制技术	1.4458775	1.474720156	0	9.662160516	0	1.919543564	0.935638899	1.686180692	5.109265176	3.940734362	2.150374332	0	3.317775571	0.748736247	0	2.317836594	1.511104442	1.564906832	0	0	2.080049261	1.052527769	3.001185771	0	0	2.324175824	0	1.009968102	1.302471507	0	1.597117794	2.468658892	0	1.417710944	0	0	1.755417957	1.429192982	0	0	1.656920078	2.732277121	4.554098361	3.311038961	1.489473684	0	0	0	1.464768479	4.877511962	0	0	0	1.886057248	0	1.827783745	2.061101028	2.68159204	4.054761905	1.948131198	13.79784367	0	0	0	10.10666667	0	1.827783745	0	0	2.426268374	0	0	0	0	4.566071429	0	0	0	0	0	0	0	0	0	0	0	0	0	7.647571606	5.902073733	2.641898865	6.422932331	3.155124654	4.288220551	0	0	4.188086495	9.475192604	5.077380952	3.599298246
物理	1.26937406	0.756027422	1.050649351	0.313125572	1.417094017	0	1.343481497	2.007357967	0.798322684	0.51570104	1.497096054	2.342801084	2.283663705	1.620682257	0.571412391	1.062341772	2.169790993	2.84528515	3.553176553	0.67928073	0	0	2.089433132	0	9.77682811	0	0	3.738193625	0.916554024	0	2.275892857	3.544740973	1.313271605	0	1.01393867	0.90318856	1.235294118	3.09356962	0.871399177	0	1.165980796	1.912593985	1.030763003	1.144556678	1.048148148	4.046511628	0	0	0	1.103963613	0	4.567237528	0	1.327225471	1.976080247	1.286218191	0	0	1.401646091	0	0	0	0.871399177	0	0	1.46741315	0	0	1.327225471	0	2.040223019	0	1.327225471	2.406132075	1.578395062	1.59853102	0	0	0	0	0	0	0	2.870505618	1.619183286	0	0	0	1.730931845	0	0	9.222672065	0	6.110714286	2.434947768	0	0	4.34279661	1.755144033	2.532839506
艺术	0.11380595	0.674871936	0.269666667	0	0	0.431897302	0	0	0.532215122	0.696196404	4.300748663	2.531869241	1.192149866	0	1.568962836	0	0	0.730289855	1.854878607	0	0.970689655	0.999901381	0	0	0	0	0	0	3.840045306	0	6.388471178	1.152040816	0	0	5.76344086	1.219304556	3.391824526	0	0	0	3.201506591	0	0	0	4.39137931	0	0	0	1.391530055	0	1.736394558	0	0	5.56061706	0	5.388810697	0	0	0	0	0	2.104320988	0	2.846666667	0	4.029168309	0	0	0	4.688043976	0	7.457746479	0	1.60408805	0	0	2.509803922	3.224842767	2.799726776	0	0	0	0	0	0	0	2.336757991	0	0	0	0	0	0	4.073809524	0	3.351960784	0	2.89519774	0	0
知识工程	0	0.7807342	0	0	0	0.498343041	2.138603199	0	0	0	0	0	1.379153767	0	0.890084686	0	0	0.84264214	0	0	2.283975659	1.153732362	0	1.689655172	0	6.778846154	2.710684274	0	2.911406899	2.673772865	1.750686813	5.642648896	2.045673077	0	0	0	0	0	0	0	0	0	0	1.782867133	0	0	2.369091752	1.592401501	0	1.719635628	0	0	0	0	0	0	0	0	2.183333333	0	0	0	0	10.248	0	7.131627907	0	2.895927602	4.215892673	0	3.178039702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
文献	0.310291437	2.520091406	0.761411765	0	0.635249042	0.903971097	2.947262533	0	0.734089824	0.474679366	0.906288032	0.40999019	0	0.484976888	2.178089584	0	0	0.497924901	1.257906182	0.625247036	2.031676022	0	0	2.019817677	0	0	0	0.654183884	0.843646317	4.058405241	2.092775041	1.589021816	2.445402299	0	3.864895636	2.552032792	0	0	0.802083333	0	3.294573643	0	0	7.914190687	1.951724138	0	4.297422247	0	0	0	3.634314191	0	2.700753072	3.750183599	18.00703125	3.634314191	1.335031348	0	0	0	0	0	4.201388889	0	0	2.732424485	0	3.461798513	23.5627974	0	1.877932551	0	0	2.212535242	0	0	8.963585434	4.448058989	0	0	2.866834875	0	0	0	0	0	3.22311447	2.198756432	0	0	1.711229947	0	0	0	2.241258741	2.285427807	0	1.973998459	0	0
地图	4.950558833	0.258554833	1.849142857	0	0	1.400748006	0.689418136	12.1445157	0	1.670871369	1.0374613	0	0	5.566691231	0	0	4.171499586	0	0	0	3.148182665	0.779143933	0.714568041	0	0	0.845154845	0.897694143	0.747638725	0.96416722	0.885470234	0	0	0	2.126566416	0	0	0	1.057974026	0.916666667	4.298986486	0	0	0	0	1.102597403	6.575581395	0	1.075388027	1.084309133	0	0	0	1.525750112	0	0	0	1.525750112	0	0	0	0	0	0	0	0	0	10.27162978	0	0	0	0	0	0	0	0	1.681571593	0	0	0	0	1.619575546	0	0	0	0	0	0	0	0	0	1.955691367	0	0	3.174397032	0	0	3.100271821	0	0	0
智能系统	0.244472041	1.422051579	0.557931034	0.42988426	0	5.182767624	0	0.523954452	2.902991577	4.641309359	1.359432049	4.008792966	0	0	9.256880734	0.72023171	0	1.510944528	2.879943101	0	0.987142022	2.068761477	0	6.275862069	0	0	1.171566932	0	1.258319931	2.35107614	3.139162562	10.63422292	14.0495283	0	1.392017496	0	1.695912263	0	2.433908046	1.347987288	10.49382716	0	0	0	0	0	13.68808568	1.403472509	1.41511531	1.515611062	1.765824974	0	0	3.70707804	0	0	0	5.270715389	0	0	0	0	0	15.52727273	27.288	2.014584155	0	13.68983957	0	0	11.80414747	10.29879276	1.822123104	0	0	0	5.192697769	0	2.847179772	0	0	0	0	0	0	0	2.376364059	0	0	0	5.192697769	0	0	0	0	6.935091278	0	2.944268888	4.902298851	0
生态	0.12755063	0.276510029	0.224722222	0.352266269	0	0	0	0	0.443512602	0.58016367	4.852126697	0.501099121	0	0	0.64283894	1.197004814	0.587651727	1.877888199	4.023449921	5.835638999	0.808908046	0.833251151	0.764190821	0	0	3.772575251	4.007098492	0	2.091292279	3.9525338	3.901530612	0	2.996478873	2.276324614	2.313493866	1.01608713	8.960491659	0	0	0	1.311728395	1.062552214	0	0	3.638571429	0	1.71101071	3.548780488	1.159608379	0	2.934751365	0	3.309373482	1.493128655	4.508802817	7.660564226	0	0	1.576851852	0	0	1.753600823	0	0	0	5.094019934	0	0	0	0	2.295250896	4.061495735	0	0	1.775694444	0	4.241922121	17.32751338	0	0	0	2.333105647	0	3.234372527	0	2.372222222	0	17.32751338	0	0	2.091503268	2.497807018	0	0	2.739316239	0	0	2.412664783	6.092857143	0
传统媒体	0.179612112	0.382860041	0	0	0	0	0.503805561	0	0	1.638109186	0.758144796	0	0	0	0.890084686	0	0	0	3.283135135	9.781642512	0	0	0	0	0	3.904615385	0	0	0	4.090872483	0	0	0	0	1.579404467	1.406889873	1.924208145	0	0	0	0	0	0	1.782867133	0	0	0	3.24725012	3.274188364	0	10.85246599	0	0	2.067408907	0	6.251020408	0	0	0	0	0	0	0	0	0	7.131627907	0	0	2.067408907	0	0	2.772751896	0	0	0	0	0	91.37054507	0	0	0	0	0	2.208081245	0	0	17.89857184	0	0	0	0	0	0	0	0	0	0	3.340612777	0	0
工件	8.507627031	0.276510029	2.870645161	1.086993058	0	1.110593062	4.158395108	0	4.490565096	0	0	0.501099121	1.507218045	3.138085743	0	4.506904488	1.191857024	0.608574879	0	0	0	0.833251151	0.764190821	0	0	2.789010989	0	0	0	0.946961223	0	0.960034014	0	0	0	0	0	0	6.320895522	1.104600694	0	2.155035476	0	0	0	0	0	6.088593974	0	1.241959064	0	1.670424837	0	0	0	0	8.638438134	2.122927032	6.581642512	4.759006211	4.119919517	0	0	0	0	1.650839793	1.446995465	0	0	0	0	0	3.028317272	0	1.775694444	9.520662695	2.091503268	0	0	7.573891626	1.73204607	0	0	0	0	0	0	0	0	0	0	0	7.707518797	0	0	0	0	0	0	0
模糊控制	4.620521577	0	1.115862069	6.729004645	0.453005464	7.558202785	0.873262973	7.419195046	0.523490284	0.684783348	0	0	0	9.205051512	0.758760716	0.696617556	4.533313325	0	0	0	4.016646849	1.999802761	14.59760426	0	0	0	0	2.927195686	0	0	0	2.304081633	3.545833333	1.324746292	0	0	0	2.715466667	0	0	0	0	14.17785339	0	0	5.441860465	2.019553624	0	0	2.980701754	0	0	0	0	0	0	1.925946863	2.505749939	1.861202186	0	2.39765808	0	1.157103825	0	9.409655172	0	0	0	0	0	0	0	5.466369313	1.577791525	0	2.122639552	2.468659595	0	0	5.890804598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.330601093	0
装备	2.333596756	1.58005731	0.746769231	1.170607909	0.412437811	0.386773703	0.79387543	0.936767051	6.162490892	1.265811643	1.819547511	1.093307172	4.689122807	0	1.402557687	7.32649498	1.282149223	6.684008843	1.658149058	0.821219987	0	0.895434072	0	0	0	3.003550296	7.932084309	0.859226594	0	0	0	3.190266876	0	1.206112296	0	1.091914528	0	0	0	0	0	1.141847155	0	1.383717775	0	0	1.838698076	1.235893702	1.246146318	0	1.554980201	1.795083406	0	3.257735247	0	1.554980201	0	4.631840796	5.24	0	6.75032967	0	0	2.549253731	0	1.774036793	1.554980201	4.563279857	0	0	0	0	0	0	0	0	0	0	2.507218008	2.6376737	0	0	0	1.713734697	1.957520092	5.175757576	2.092619096	0	0	0	0	8.300404858	0	7.406926407	0	0	0	8.017470665	6.561538462	0
制造业	1.283478216	0.723953531	0.288928571	0	0	0.462747109	0.952650516	0.552023441	4.470607029	2.32065468	2.97536071	2.004396483	0.628007519	0	1.683069224	12.55494822	0.755552221	0	7.660648649	5.290551839	0	0	0	0	0	2.366433566	9.677142857	0	0	1.217521572	6.870619946	0	0	1.443027211	1.466589862	0	0	0	1.260416667	0	0	0	0	0	0	0	0	0	0	0	0	6.681699346	0	3.909282297	0	0	0	2.729477612	0	0	8.125396825	0	0	0	2.436428571	6.603359173	0	0	1.919736842	0	0	2.574698189	0	0	0	0	0	0	2.99970726	6.426332288	9.411872987	0	0	0	0	0	2.503669276	0	0	0	8.366013072	0	3.211466165	45.83035714	7.172027972	0	0	3.101997579	0	0
末端执行器	4.070459485	0	0.588363636	1.409065075	0	0.942321386	0.952650516	0.552023441	1.774050408	0.745924718	0	0	4.923578947	0.762106538	0	1.545224396	0	3.306972929	0	0	2.117868339	2.181603012	2.000790514	0	0	0	1.234329446	3.198232323	1.325729927	0	0	0	0	0	0	0	0	6.148226415	2.566666667	0	0	7.356130711	3.036065574	0	0	0	0	0	0	3.251674641	0	0	0	0	0	0	0	0	0	10.67725753	0	0	0	0	0	0	0	0	0	0	0	0	1.919736842	0	0	4.70840046	2.68907563	0	0	3.155788177	0	0	0	0	0	0	0	0	7.789193303	0	0	3.211466165	0	0	0	0	0	0	7.898148148	7.460363636
智能制造	0.986318235	0.995436105	0.394634146	0	0	0	0	0.753983236	5.322151225	1.018824006	1.971176471	0	0	0	0	5.742387958	1.031973765	3.370568562	4.209147609	7.435370153	0	0	0	2.142977292	0	0	11.52040816	0	0	0	4.551785714	1.68591339	0	0	0	0	0	0	0	0	2.303523035	0	0	0	2.070731707	0	0	0	0	0	2.541065207	0	0	2.622079589	0	0	0	0	0	0	7.312857143	0	0	4.165853659	3.327804878	9.143112701	0	3.672883788	0	0	4.0306845	3.516660941	0	0	0	0	0	0	4.097161136	4.310344828	6.235365854	4.097161136	0	0	3.198874296	0	0	0	0	0	7.529411765	49.04784689	0	0	9.861538462	0	0	0	0	0
金融	0.134709084	0.3903671	0.317254902	0	0	0.508114473	0	0	1.277316294	0.819054593	26.70626186	0	0	0	0.907537327	0	0	0.859164535	3.350137893	4.585144928	0	0	0	0	0	5.423076923	1.355342137	0	0	1.336886432	1.785014006	1.355342137	2.085784314	0	0	4.479077962	0	0	0	0	1.851851852	0	0	0	1.664705882	0	2.415544531	1.62362506	1.637094182	0	0	0	0	6.581954887	0	4.167346939	0	0	0	0	0	0	0	0	0	4.754418605	0	0	0	0	0	2.82711958	0	0	0	0	0	0	3.293796207	0	2.445241511	0	0	2.251376955	0	0	2.749127048	0	0	0	0	7.193684211	0	9.777142857	0	0	0	3.406114988	0	0
